track_name,artist,popularity,track_id,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Take It From Me,Jordan Davis,59,7JK0nPw98vJmgEElMUfg5v,country,0.6,0.892,10,-3.117,1,0.0521,0.0291,0.0,0.352,0.595,100.057,174255,4
Every Time I Hear That Song,Blake Shelton,57,0c4ICGb0jvszKj3KPR59JU,country,0.523,0.725,2,-5.448,1,0.0339,0.0558,6.96e-06,0.0937,0.528,155.855,214800,4
Ocean Front Property,George Strait,56,4G9eIyEcVwLoG7kYNFpSII,country,0.656,0.326,2,-15.756,1,0.0283,0.111,0.0,0.25,0.787,78.298,188533,4
Hurt,Johnny Cash,59,5rpRzNcJZqKQXk9PIjreB6,country,0.544,0.378,9,-8.607,0,0.0264,0.719,0.00035,0.105,0.149,91.078,216533,4
Drive (For Daddy Gene),Alan Jackson,59,3xzoXqypESowMIDPX760Ds,country,0.709,0.61,11,-7.206,1,0.0434,0.317,0.0,0.102,0.475,125.189,242067,4
Shut Up Kenny,Walker Hayes,57,6tn2Atd1S4DVoQnls5x4SR,country,0.657,0.625,4,-8.097,1,0.0527,0.492,0.0,0.155,0.504,73.999,180600,4
On the Road Again - Live,Willie Nelson,55,1OmKo4t4Bh95xQI6WGiUR3,country,0.714,0.724,4,-8.488,1,0.042,0.55,0.101,0.826,0.802,111.173,153107,4
She's Not the Cheatin' Kind,Brooks & Dunn,56,7K1a1MSYYqTgPofuGD6ctM,country,0.679,0.779,9,-5.124,1,0.0334,0.203,0.0,0.219,0.703,110.557,201427,4
East Bound and Down,Jerry Reed,59,4NzlpYVrTYG1eo8BCu3MLB,country,0.514,0.941,7,-8.118,1,0.061,0.526,9.76e-06,0.163,0.716,120.795,168467,4
My Front Porch Looking In,Lonestar,55,2CVJECHIdpe8otFH0XFI4F,country,0.529,0.811,5,-5.62,1,0.0511,0.0317,0.0,0.311,0.454,102.703,223573,4
Ramblin' Gamblin' Man,Bob Seger,62,691Wr3tOjDqic3OTPLouX3,country,0.601,0.84,9,-3.828,1,0.0509,0.0232,0.0,0.0569,0.896,130.811,145311,4
Real Love,Tyler Rich,57,25YhAeHIKToSYqq531Telp,country,0.55,0.605,9,-5.572,1,0.0519,0.434,0.0,0.0956,0.558,160.064,182867,4
Dirty Laundry,Carrie Underwood,57,5qRRiqndqXaq2QBudIrkYU,country,0.456,0.874,10,-4.129,0,0.114,0.0595,1.12e-05,0.111,0.5,200.179,204093,4
I Got a Name - Stereo Version,Jim Croce,63,38llcrfX1arUqrEe0DRRzW,country,0.553,0.652,4,-11.625,1,0.0403,0.81,1.71e-05,0.115,0.66,86.988,194493,4
Home Sweet,Russell Dickerson,56,7xMFk2Vj2hALyMdzHFopJl,country,0.58,0.813,11,-5.621,1,0.0414,0.0386,1.44e-06,0.0926,0.473,120.973,205947,4
Crazy Town,Jason Aldean,55,5eH1ktZDHgegpkYJOY7tme,country,0.43,0.841,6,-2.99,1,0.037,0.13,0.0,0.0517,0.489,180.977,183440,4
Never Been To Spain - Single Version,Three Dog Night,60,61OQuSzsom6geFCA18JwO6,country,0.517,0.502,4,-15.014,1,0.0275,0.58,0.00157,0.352,0.727,88.762,226067,4
Carried Away,George Strait,56,3wGoIFHqCl36tu9Ne3guos,country,0.575,0.489,8,-7.428,1,0.0273,0.672,0.000646,0.119,0.3,136.662,202467,4
Desperate Man,Eric Church,56,1vHeu2j2MpfMqqvcXKLtic,country,0.711,0.796,10,-5.87,1,0.0341,0.0716,0.0045,0.262,0.901,109.991,208733,4
Swingin',John Anderson,55,3OYbmTwwQ1dTnGyKmgc1Mt,country,0.655,0.751,9,-10.689,1,0.0311,0.066,0.0,0.303,0.746,110.755,178190,4
Ready Set Roll,Chase Rice,56,1pbjOhmFwYC09EYU5EwB5L,country,0.513,0.803,0,-4.45,1,0.0777,0.0161,0.0,0.667,0.746,156.038,190587,4
Lesson In Leavin',Jo Dee Messina,56,2g0BAZVaLlK8GeTVzF6hQ6,country,0.612,0.804,7,-7.275,1,0.0543,0.273,0.0,0.311,0.841,80.771,220200,4
I Wonder,Sturgill Simpson,58,0rD0VkX6vPQOGbK45G1X4Q,country,0.694,0.266,9,-9.098,1,0.0311,0.846,0.00904,0.09,0.301,113.662,194587,3
I Can't (feat. Old Dominion),Caitlyn Smith,58,2YoOaGlM2zGpYBanN3AxrV,country,0.499,0.667,0,-4.336,1,0.0325,0.2,0.0,0.0894,0.38,137.905,210147,4
Somebody Like You,Keith Urban,59,0qup7d7G2WffwARHKrqT2x,country,0.646,0.887,9,-4.452,1,0.0381,0.127,0.000259,0.0698,0.522,110.963,323467,4
I Lost You,Dylan Scott,55,2pLSgbc3CEXtoCXfuMOTmU,country,0.497,0.611,7,-7.097,1,0.0329,0.362,0.0,0.08,0.3,130.045,217960,4
Fire on the Mountain,The Marshall Tucker Band,59,4delgtiKX7L3nsbC0exhCS,country,0.506,0.827,4,-6.356,0,0.0366,0.107,2.42e-06,0.161,0.571,101.869,236467,4
I Hate Hip-Hop,Tom MacDonald,59,3amKj48hT2lYv4uzoLtBov,country,0.755,0.774,4,-4.903,0,0.299,0.0168,0.0,0.0719,0.669,80.003,246187,4
Fancy,Reba McEntire,56,5wF0S5ORJ5rMcWZICC46Fb,country,0.672,0.616,4,-8.056,1,0.0619,0.146,0.0,0.0829,0.443,94.969,299733,4
I Can't Drive 55,Sammy Hagar,60,1MqGKtY9L5qjPi8s7gX645,country,0.537,0.645,9,-12.362,1,0.0308,0.00214,3.21e-05,0.0911,0.848,133.745,254467,4
Hold On Loosely,38 Special,59,6hQszXJIYhtjmSTmDqZpeU,country,0.55,0.707,9,-5.554,1,0.0304,0.00677,6.63e-05,0.0853,0.821,127.238,279893,4
I Know Somebody,LOCASH,56,6pyshZbArprWRBXLbYVPO9,country,0.505,0.903,1,-3.699,1,0.037,0.0356,0.0,0.127,0.491,88.986,197830,4
Lady Like,Ingrid Andress,57,33UI8dgfkDOf32DWBH1GL0,country,0.546,0.618,9,-5.186,1,0.0336,0.213,0.0,0.0934,0.154,95.011,194787,4
Roll with the Changes,REO Speedwagon,60,16x9viSmRS3PII71Pdeowc,country,0.204,0.896,0,-5.931,1,0.049,0.00266,0.0,0.152,0.653,90.6,335827,4
When It Rains It Pours,Luke Combs,58,2cJC39Aqmyo6YBS7WuevRh,country,0.551,0.801,6,-5.069,1,0.0303,0.013,6.03e-06,0.265,0.625,128.021,240760,4
Dirty South,Upchurch,55,2APxijdVoN8AIrS1AuCMAT,country,0.583,0.459,9,-8.422,0,0.0304,0.239,0.0,0.111,0.357,99.809,169506,4
Turn up the Night,Upchurch,56,1gQf9pbGGzVkph7BUfwi6X,country,0.739,0.781,2,-4.584,1,0.0449,0.0482,0.0,0.156,0.164,93.981,191489,4
"Leaving, On a Jet Plane - ""Greatest Hits"" Version",John Denver,66,3D8dwH690MXQRhtIZTSS9c,country,0.406,0.188,7,-13.039,1,0.0324,0.852,0.0,0.105,0.629,120.757,245533,4
"SIGNED, SOBER YOU",HARDY,57,3hdh8HHhZyhO5oqDjjKVAn,country,0.536,0.445,0,-7.967,1,0.0304,0.594,0.0,0.0961,0.345,132.039,208479,4
Come Monday,Jimmy Buffett,58,0yje3JVMgJNZENayymCTHA,country,0.617,0.301,9,-15.393,1,0.0292,0.776,0.0,0.0914,0.664,111.527,191733,4
"Love Without End, Amen",George Strait,56,4pFNWAU8e8F32NQkMyLAZi,country,0.645,0.442,9,-12.997,1,0.0256,0.397,0.0,0.121,0.554,88.491,187000,4
Alone Together,Dan + Shay,59,3ZsLuJ8uU0lE6rGTkDaqEg,country,0.541,0.87,1,-4.741,1,0.122,0.00527,0.0,0.0867,0.665,179.975,171440,4
Fruits Of My Labor,Lucinda Williams,60,31nItlXwgCCFpttS50Rbxf,country,0.341,0.234,8,-12.307,1,0.0423,0.703,0.000674,0.108,0.167,176.463,288133,3
Granddaddy's Gun,Aaron Lewis,55,2n86DcEgKHLbP1obdEmxAg,country,0.556,0.758,6,-4.751,1,0.0278,0.105,0.0,0.124,0.357,145.046,223907,4
Beer Money,Kip Moore,57,61voPX1C71rhwynuLQyajo,country,0.745,0.805,2,-5.549,1,0.0307,0.0223,1.06e-06,0.13,0.765,126.065,218147,4
Bad Mother Trucker,Eric Church,56,2dq43odP6MG5a0ZHgjvF9v,country,0.553,0.902,0,-6.482,1,0.153,0.0945,0.0018,0.108,0.854,166.185,204440,4
Million Miles,Kody West,57,2P38H0wA557qiDpZ09M2dn,country,0.49,0.832,3,-5.559,1,0.0352,0.00154,0.000453,0.336,0.407,142.001,243240,4
Scarlet Begonias - 2013 Remaster,Grateful Dead,59,3euDGpS2R0NC2Xssqxohva,country,0.537,0.559,4,-12.224,1,0.0315,0.314,0.000795,0.116,0.918,167.758,259702,4
Smooth,Florida Georgia Line,56,31x4wWBghN7f5PiEZUmcAW,country,0.477,0.848,6,-5.419,1,0.0558,0.286,4.77e-05,0.673,0.33,161.014,170200,4
Johnny Boy's Bones,Colter Wall,57,05j6LjbEdFWbASJUn9yOBX,country,0.443,0.616,7,-7.193,0,0.0543,0.112,0.00219,0.0834,0.574,110.028,176373,4
Meet The Man,Noah Schnacky,58,54iGR32Ba6mRtwLASLkohd,country,0.599,0.722,9,-5.911,1,0.0309,0.0448,1.72e-06,0.106,0.593,150.022,230427,4
Rivers Deep,Gabby Barrett,58,1y9jnUTgn4u8RzybqK8WFT,country,0.716,0.684,10,-3.052,1,0.0339,0.189,0.0,0.104,0.638,114.058,227662,4
Rocky Mountain Way,Joe Walsh,61,2XHjFJVXYlEzoDvN82h8s5,country,0.493,0.376,4,-15.045,1,0.0435,0.0241,0.792,0.102,0.419,86.47,315400,4
Nothin' To Lose,Josh Gracin,56,7oiCqfE8Wjk8wf0pFTgL2H,country,0.607,0.876,7,-4.117,1,0.0382,0.371,0.0,0.519,0.886,121.043,156893,4
Home to Me,Ross Ellis,56,6fAyo5WuejsFRxRAMPivaq,country,0.511,0.705,3,-6.717,1,0.0326,0.00118,0.0,0.226,0.359,154.095,216413,4
AIN'T A BAD DAY,HARDY,57,06HJeBN0j6ADkE5SJLrHKw,country,0.577,0.805,2,-4.143,1,0.0373,0.0318,0.0,0.134,0.517,135.983,202516,4
Just Another Thing (feat. Crucifix),The Lacs,57,6aiap0DxIpyscSAIaPp9kk,country,0.773,0.684,0,-6.763,1,0.067,0.0784,0.0,0.0868,0.484,89.992,217173,4
It Just Comes Natural,George Strait,55,2DmBuFsXx1Pd5FHrMF8PD8,country,0.405,0.775,10,-2.907,1,0.0335,0.358,0.0,0.211,0.422,200.389,176427,4
Buy Myself A Chance,Randy Rogers Band,55,1EHNNWLiWe1PJADKEnMvIr,country,0.729,0.758,4,-5.376,1,0.0296,0.221,0.0,0.188,0.83,109.539,221627,4
Redneck Side of Me,Jamey Johnson,55,6l0j6PTbFsGqZWHv0CU53f,country,0.479,0.718,2,-4.271,1,0.0368,0.0344,0.0,0.282,0.398,149.576,245333,4
Who'll Stop The Rain,Creedence Clearwater Revival,66,3Bh6uInhcVBVvLraGZdkKD,country,0.598,0.797,7,-6.793,1,0.0332,0.0424,0.000407,0.0717,0.622,123.566,147493,4
Life of Sin,Sturgill Simpson,58,15zyvJdG0qCbnxLMELa66M,country,0.543,0.659,4,-6.494,1,0.071,0.605,0.00166,0.206,0.908,189.052,137756,4
They Don't Know,Jason Aldean,55,3bzE57iNavJJxXL9GgBiOK,country,0.434,0.921,10,-2.248,0,0.0688,0.0207,0.00209,0.116,0.426,171.945,195307,4
Love Your Love The Most,Eric Church,55,6HLciiLMPssno4lT4gbObT,country,0.333,0.524,10,-6.788,1,0.0301,0.194,0.0,0.124,0.438,73.393,170387,4
The Country Boy Song (feat. Earl Dibbles Jr.),Granger Smith,55,6n8867qPhHITHka3ZJYjr8,country,0.629,0.834,0,-3.559,1,0.0597,0.0564,0.0,0.102,0.669,84.0,206600,4
Criminal,Lindsay Ell,56,4dV6BP3spzbAMWlsb2adGG,country,0.509,0.876,4,-2.852,1,0.0525,0.0932,6.51e-06,0.119,0.717,77.491,202747,4
BOYFRIEND,HARDY,57,5M8ExcJIACOWCEgPfNZNn8,country,0.553,0.705,2,-4.691,1,0.0335,0.332,0.0,0.126,0.727,143.978,219087,4
If You Could Read My Mind,Gordon Lightfoot,63,57ct8jKi6trntXiRV0NnXi,country,0.612,0.24,9,-12.821,1,0.033,0.745,7.86e-05,0.115,0.223,122.565,228840,4
Woke Up in Nashville,Seth Ennis,57,6zdO7yfGMdFzEaSYDaZgNf,country,0.588,0.536,2,-8.83,1,0.0604,0.697,0.0,0.196,0.354,78.061,172960,4
Man of the South,Morgan Wallen,57,2S1YzIHFyLxLop7XCdYrTp,country,0.413,0.889,2,-3.924,1,0.0503,0.0047,0.0,0.348,0.602,177.973,213348,4
Makin’ Me Look Good Again,Drake White,57,1VMQYQQlYHhbudATkSJiP1,country,0.574,0.586,10,-6.141,1,0.0337,0.354,0.0,0.106,0.26,127.795,238933,4
A Life of Illusion,Joe Walsh,61,19P4fwkPhE6yVAXApFWDoF,country,0.692,0.613,2,-10.735,1,0.0282,0.0407,0.0652,0.094,0.93,120.901,210533,4
Where I Come From,Alan Jackson,57,6ej1QJ8eIYmhsyTlvgDajy,country,0.726,0.631,11,-8.136,0,0.0334,0.22,0.0,0.193,0.746,124.711,239240,4
Lowdown,Boz Scaggs,63,0nlZjTPzW6S9JIESuGfImT,country,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640,4
Heard It in a Love Song,The Marshall Tucker Band,60,0xTY7Tld4DRxqUhxdw7bZW,country,0.555,0.797,2,-7.484,1,0.0389,0.168,0.00268,0.12,0.683,152.87,297973,4
I Will Always Love You,Dolly Parton,61,6nRvgo4ySezQKD1D7NIqAu,country,0.446,0.142,9,-13.498,1,0.0335,0.96,0.00114,0.101,0.156,135.724,176093,4
Buy My Own Drinks,Runaway June,58,3WBY2lhKzkxaG5bNscQrOG,country,0.686,0.9,5,-4.406,1,0.0614,0.068,0.0,0.0985,0.962,155.963,206293,4
Brand New Girlfriend,Steve Holy,55,4mpUaApNea2QhQshM4xyr4,country,0.669,0.861,2,-3.547,1,0.0929,0.0273,0.0,0.0586,0.72,133.82,220187,4
Hard Livin',Chris Stapleton,57,6SYasTzcB2CZlJfkEO7ZrS,country,0.548,0.652,2,-9.894,1,0.0284,0.0018,0.21,0.0975,0.867,92.927,179227,4
Kiss an Angel Good Mornin',Charley Pride,58,37GWhu8R61gTStMvVQfDuE,country,0.665,0.512,4,-10.704,1,0.03,0.581,0.0,0.371,0.87,130.578,123467,4
Why,Jason Aldean,55,65Jn2gZWMren03Rz0fCMqs,country,0.568,0.695,9,-3.828,1,0.0294,0.0688,0.0,0.15,0.218,135.926,213733,4
Reckoning,Whiskey Myers,56,1mtoljguK26CaheZelUTQj,country,0.435,0.631,6,-6.396,0,0.0293,0.196,0.000267,0.106,0.152,76.503,269213,4
Prayed For You - Acoustic,Matt Stell,56,6DuEfVcF8bmEkiFKr41SiM,country,0.713,0.386,4,-6.995,1,0.0291,0.63,0.0,0.151,0.52,139.968,205915,4
Hold Me Back,Parker McCollum,55,0b0bblC9e8Xxrq5rfq3omD,country,0.737,0.409,0,-10.917,1,0.026,0.18,0.00423,0.128,0.405,106.965,183653,4
Ain't No Grave,Johnny Cash,61,1xADYlM5rjnbJvAW2tc0qF,country,0.52,0.35,9,-10.713,0,0.052,0.894,0.000778,0.0895,0.39,79.647,173267,4
Keeping It Small Town,Jason Aldean,55,7752p1ecAeFcvaL6lEbZF0,country,0.56,0.683,7,-4.987,1,0.0307,0.0304,0.0,0.102,0.875,133.063,162093,4
Billy's Got His Beer Goggles On - Remastered Version,Neal McCoy,56,0v6nJ15ROHRtYWcpLvJCZE,country,0.715,0.775,0,-6.613,1,0.0433,0.354,0.0,0.144,0.803,106.013,219027,4
Red Dirt Road - with Cody Johnson,Brooks & Dunn,55,5zMy6fM0mZebBMBZQuAVEA,country,0.595,0.44,4,-7.795,1,0.0309,0.629,4.71e-06,0.0914,0.336,128.334,236973,4
Shelter from the Storm,Bob Dylan,63,3y4Uza6K58JXQ7RYya8ZI5,country,0.486,0.241,4,-17.337,1,0.0366,0.413,3.51e-05,0.0928,0.614,106.574,301133,4
Jessica,Allman Brothers Band,63,2tVQhBSJ1SQtb4gX0taaiR,country,0.345,0.745,2,-11.021,1,0.0327,0.365,0.735,0.19,0.879,105.058,450600,4
My Little Girl,Tim McGraw,56,3dNhdwu8RcaVdrDZ1cAtzx,country,0.457,0.636,0,-3.41,1,0.0262,0.351,7.01e-06,0.111,0.238,144.686,218560,4
Pickup Man,Joe Diffie,55,60w5eL1G4Or7LlTSrR5r8a,country,0.713,0.692,7,-8.554,1,0.0365,0.432,0.0,0.271,0.884,140.561,216200,4
The Keeper Of The Stars,Tracy Byrd,55,5WEK4szbQp9c7ZK6LkYd9k,country,0.583,0.276,2,-12.912,1,0.0264,0.47,0.0,0.143,0.0486,78.079,247627,4
Backyard Lullaby,Demun Jones,56,3A1DKJEl8D6tRmr4Fnssz0,country,0.599,0.835,0,-4.493,1,0.129,0.121,2.7e-06,0.0794,0.809,133.878,207629,4
Way of Life,Cypress Spring,56,772E0ETHUfEwT5gJJOXW0C,country,0.692,0.846,11,-5.773,0,0.183,0.0806,0.0,0.0466,0.563,139.983,225579,4
If That Ain't Country,David Allan Coe,55,1cKVDY12QyDZnCRWFApJpd,country,0.5,0.36,10,-15.982,1,0.0666,0.623,0.0,0.16,0.667,90.869,289160,4
What Keeps You Up At Night,Dan + Shay,57,3rHrG1sHYd7h2yWKnxRk56,country,0.588,0.533,7,-6.136,0,0.0314,0.425,0.0,0.236,0.534,137.076,201947,4
Tattoos and Tequila,Jason Aldean,56,6227mXo8lJlRv0CNNpFakj,country,0.254,0.814,10,-3.534,0,0.058,0.00304,0.0,0.104,0.53,176.096,190093,4
Anymore,Travis Tritt,56,4OrGwddgpFMyDmelYJ5NxB,country,0.537,0.348,11,-10.289,1,0.0251,0.469,0.0,0.103,0.305,148.327,227267,4
Creeker,Tyler Childers,57,0113kB5PUEGvDHVBopCuTo,country,0.374,0.39,4,-7.223,1,0.0283,0.453,0.000518,0.257,0.3,183.219,301747,3
Some Days,Upchurch,55,5UW6kmsyuL4C7A3DrXYg0M,country,0.732,0.673,0,-5.89,0,0.0522,0.275,0.0,0.418,0.494,140.187,182724,4
One Number Away,Luke Combs,58,7ElHqs46U65NOaSwha2eMv,country,0.544,0.781,6,-6.16,0,0.0311,0.00585,0.0,0.191,0.528,144.072,221800,4
Back Where I Come From,Kenny Chesney,55,4BbwjVS27IuC7bvN7qzAvS,country,0.593,0.457,6,-8.74,1,0.0286,0.142,0.00221,0.0553,0.366,143.773,236827,4
Amanda,Boston,64,4gpext9x0CbdD9NWaa4nDj,country,0.449,0.424,7,-14.06,1,0.0323,0.32,1.69e-06,0.107,0.259,125.494,256200,4
Dear Mom,Kolton Moore & the Clever Few,56,4DDVNfXxsHAlvg4nace2Ze,country,0.53,0.492,1,-11.305,1,0.0511,0.125,1.88e-06,0.122,0.318,82.158,225733,4
Vinyl,Upchurch,55,2GyDQrQGHJagtDFkUnq3zw,country,0.456,0.597,5,-5.932,1,0.0349,0.219,0.0,0.0957,0.407,177.846,256191,3
Thirteen Silver Dollars,Colter Wall,58,67ZuMlC2hS1G0kBuxjUzcC,country,0.599,0.261,5,-13.631,1,0.0506,0.921,0.33,0.0864,0.694,103.007,150550,4
One of Them Buddies,Upchurch,55,694WOuBjnCd3WP3QU6Riz4,country,0.706,0.624,7,-6.19,0,0.0307,0.025,0.0,0.122,0.0987,139.933,177621,4
Alibis,Tracy Lawrence,54,1Mew3ipJFmRpSj83LRyxod,country,0.61,0.31,4,-14.391,1,0.0262,0.437,0.0,0.22,0.381,107.525,182960,3
Ride With Me,Cody Johnson,55,0MbcutYUIQAtgtlLRHS6Cl,country,0.626,0.813,7,-4.548,1,0.0257,0.177,0.00065,0.0986,0.461,97.946,215600,4
Duramax (feat. Young Gunner),Lenny Cooper,55,5nWcMMEUUY7QeNHCrQoiKe,country,0.718,0.751,11,-6.698,1,0.0791,0.0124,0.0,0.0645,0.364,160.04,186261,4
Grow Old,Florida Georgia Line,55,14KAAbogyA9EJjYUyOJrRB,country,0.632,0.725,0,-5.711,1,0.0275,0.433,0.0,0.0992,0.449,139.86,230640,4
Son of the South,Upchurch,55,5PIt7FaU4iHzVmwYYFCnVp,country,0.514,0.706,9,-6.719,1,0.0543,0.013,0.0,0.788,0.136,199.797,206387,4
If I Had A Boat,Lyle Lovett,57,6oZaeLPOAb3Rn408f3IQiB,country,0.473,0.323,4,-15.639,1,0.0374,0.337,0.000187,0.364,0.493,92.058,190227,4
Dysfunctional,Tech N9ne Collabos,59,1AJx5jJQy9pKKxcnHm85RY,country,0.782,0.835,10,-4.278,0,0.283,0.281,0.0,0.459,0.527,80.014,240173,4
Mama Tried,Merle Haggard,56,6h3YJ05BovN1Pgk145J3r9,country,0.738,0.538,2,-10.118,1,0.0374,0.719,1.35e-05,0.0653,0.81,97.487,134453,4
She's With Me,High Valley,55,2p2cCrOaNrIOLk5ArtlHy6,country,0.599,0.931,11,-3.662,1,0.0517,0.0285,0.0,0.102,0.788,111.012,180302,4
The Struggle Is Real,Struggle Jennings,56,0Lc8GyUK7i6DWn6fL4Za22,country,0.715,0.716,2,-5.254,1,0.0383,0.108,0.0,0.295,0.0619,128.005,249014,4
Get That Man A Beer,Riley Green,55,5xYI4ZcyAHq3ruRnFazHnN,country,0.559,0.815,4,-4.671,1,0.0316,0.00713,0.0,0.139,0.622,134.052,202227,4
Sometimes I Cry,Chris Stapleton,57,0V6JZbCVSePUhqNdg7i68m,country,0.568,0.329,9,-10.638,0,0.0297,0.27,0.00644,0.718,0.412,89.682,240293,3
Helluva Life,Frankie Ballard,55,4mnuiEDq1ADXUTYWJxLo4B,country,0.564,0.76,6,-5.667,1,0.0277,0.0676,0.0,0.144,0.528,134.015,231693,4
Teach Your Children,"Crosby, Stills, Nash & Young",63,29HaKOpeLSYvqdFyEQSRdj,country,0.497,0.285,2,-14.537,1,0.0264,0.643,1.66e-05,0.389,0.667,154.7,173467,4
Nobody Leaves A Girl Like That,Jon Pardi,55,7eZ8yGicfHsHQmAWwupaY3,country,0.644,0.849,7,-3.652,1,0.0346,0.0345,0.0,0.155,0.824,97.963,209477,4
God Whispered Your Name,Keith Urban,59,4YElAUpi3pmnJTMHMThZRd,country,0.592,0.601,2,-6.701,1,0.0499,0.307,0.0,0.128,0.549,145.972,232160,4
Kiss My Country Ass,Blake Shelton,56,6VKjdUk3JEbeBXv1IusK5M,country,0.5,0.87,7,-3.282,1,0.0368,0.0384,0.0,0.13,0.687,90.001,252893,4
Welcome to the Show,Cody Johnson,55,0ZyATfTcQN9uXNbdJEDlAP,country,0.589,0.864,6,-3.834,1,0.0408,0.029,0.0,0.111,0.638,90.964,160520,4
Simple,Florida Georgia Line,56,2ioXGSTg8y8YGq4eIoVcCw,country,0.362,0.882,3,-3.717,1,0.0973,0.0791,0.0,0.15,0.864,199.811,185200,4
He Stopped Loving Her Today,George Jones,57,6qMgx8ys4MNNxypaIvbG0i,country,0.43,0.173,8,-18.597,1,0.0321,0.594,0.000111,0.224,0.365,72.103,195333,4
Fix,Chris Lane,56,6gXuwld0PRtinePSXV2Vn1,country,0.532,0.883,0,-2.743,0,0.0352,0.0951,0.0,0.304,0.7,99.995,190240,4
Christmas Through Your Eyes,Lady A,40,01ZUp6PoqFuRtMTMODnPOf,country,0.584,0.579,1,-7.347,1,0.024,0.428,3.66e-05,0.302,0.256,99.024,239267,4
Guys Like Me,Eric Church,55,2FNYp8WnWlqkI4J0Zgea7a,country,0.453,0.798,0,-6.92,1,0.0305,0.00225,1.19e-06,0.331,0.694,158.069,191053,4
Bus Route,Tyler Childers,56,6udNiH5Fdr1N8RQAdU2gVF,country,0.464,0.555,4,-9.049,1,0.0391,0.42,5.81e-06,0.276,0.595,166.555,187693,4
I'm Done,Koe Wetzel,56,2zGwTVTX72gsS91J7Tv8ug,country,0.655,0.688,0,-7.247,1,0.037,0.0907,1.3e-06,0.0862,0.173,129.963,210577,4
Working for You,Jake Scott,60,57ZmUMnoKaHa29g5xvpDZa,country,0.548,0.497,10,-8.489,1,0.0375,0.42,0.0,0.105,0.118,109.906,242517,4
Act Naturally,Buck Owens,58,3JWEMzwpcWCvu4Qw1BIbYi,country,0.552,0.474,7,-6.847,1,0.0275,0.336,0.0,0.173,0.7,92.156,143693,4
Hooligan,Upchurch,55,09ogNOK0D3WB0Dae7IdrZQ,country,0.734,0.716,1,-6.501,1,0.19,0.279,0.0,0.13,0.659,149.992,149893,4
Cowboy,Upchurch,55,53UXJ9NlgwfE8oOVFhinrS,country,0.813,0.483,0,-12.74,1,0.0367,0.118,0.00291,0.379,0.0396,120.046,230568,4
You'll Think Of Me - Single Version,Keith Urban,57,0lZxd99ZIjA0zUdQAY3FXr,country,0.55,0.543,2,-8.395,1,0.0408,0.379,0.0,0.0927,0.562,82.761,231293,4
A Little Light,Sturgill Simpson,57,0wvGrAQjNeeiGmmh0zRuJX,country,0.672,0.613,5,-6.538,1,0.0343,0.52,0.000144,0.154,0.871,117.643,104278,4
Leave Me My Heart,Kolby Cooper,54,6oAp4G5TCSVu8S76x51h4N,country,0.395,0.815,10,-4.047,1,0.0432,0.00374,0.0,0.255,0.458,174.023,197676,4
A Little More Summertime,Jason Aldean,54,3esPcn43N0CytAtcY9V30C,country,0.482,0.823,9,-4.446,1,0.0661,0.0386,3.69e-05,0.0948,0.451,167.665,219547,4
Lonely East Texas Nights,Whiskey Myers,56,75qTWvk6QCGRr1V31Q41qz,country,0.532,0.726,4,-5.264,0,0.0267,0.0241,4.18e-05,0.0867,0.319,130.087,260800,4
Summertime,Kenny Chesney,55,30ZGbfPsjDNCgL21Qzciuj,country,0.48,0.933,4,-4.874,1,0.0976,0.201,0.0,0.0663,0.721,167.976,206227,4
A Holly Jolly Christmas,Lady A,41,1UxgIFGB6em0vP1V9to5Ne,country,0.626,0.52,8,-4.389,1,0.0284,0.392,0.0,0.0447,0.746,147.031,122827,4
Last Name,Carrie Underwood,56,44xWtabQzBHKXxD0UVLSNQ,country,0.395,0.869,3,-3.154,1,0.109,0.194,0.0,0.0874,0.688,159.833,241053,4
On the Other Hand,Randy Travis,56,5MkOctZG8LI9uHzpY7ncWj,country,0.657,0.415,5,-9.915,1,0.025,0.175,5.65e-06,0.132,0.347,96.03,186347,4
Rose Colored Glasses,John Conlee,55,1Ko3qmw2ItUEefsjDjpLWL,country,0.396,0.379,8,-14.236,1,0.043,0.382,0.0,0.105,0.368,114.447,200493,3
Somebody Ain't You,Mitchell Tenpenny,57,5atcLAbdW7d6BOui2DDI9z,country,0.592,0.749,11,-4.604,1,0.0483,0.0203,0.0,0.122,0.614,160.046,177354,4
Bad Guy,Casey Donahew,56,1UROffMDc3j6VcbbvPg747,country,0.667,0.348,5,-9.467,1,0.0352,0.778,0.0,0.204,0.501,139.726,193933,4
East Bound and Down,Jerry Reed,56,4ubYnxmt3qW3wZdqMZbqOh,country,0.518,0.913,7,-10.616,1,0.0559,0.369,0.0,0.289,0.774,121.65,166733,4
Fire’t Up,Brantley Gilbert,56,748wrs9n0dSXFyY3VRZB9w,country,0.624,0.883,5,-5.212,1,0.0409,0.00642,0.000113,0.361,0.526,108.064,176507,4
Leave Me Alone,Tyler Braden,56,6OI4kx6HcKUAgZKGr9IlXg,country,0.403,0.617,0,-7.02,0,0.0337,0.00783,0.0,0.148,0.204,150.064,196592,4
